artist_name,artist_uri
Dame D.O.L.L.A,spotify:artist:6H6svVOQLsIH1uK7KedZoQ
Danger Mouse,spotify:artist:2dBj3prW7gP9bCCOIQeDUf
Dani and Lizzy,spotify:artist:5QruqADxUmpzY0bT56039j
Daniella Mason,spotify:artist:2VJxb44nmZ4ECXBZFV1HBi
Danity Kane,spotify:artist:3FD9VAd0ppjmKbfxF4LzUh
Danrell,spotify:artist:1RzXK6ikrwaOZBCdt9kZSw
Darlene Zschech,spotify:artist:6ZLy8YFk7VbamsI5qbYXtw
David Bisbal,spotify:artist:5gOJTI4TusSENizxhcG7jB
Dawn Golden,spotify:artist:6MzxeKydmXufvX7HYPknFW
Dead Kennedys,spotify:artist:30U8fYtiNpeA5KH6H87QUV
Dean Alexander,spotify:artist:6eUcbJwb6M7iK7zFnHza8o
Death Cab for Cutie,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx
Death From Above 1979,spotify:artist:18H0sAptzdwid08XGg1Lcj
Deorro,spotify:artist:6VD4UEUPvtsemqD3mmTqCR
Devin Dawson,spotify:artist:2ySHS7UojGu20XfUPaBlyu
Diamond Rio,spotify:artist:0svyIX7Xu3DVMkrOtB88i6
Digital Underground,spotify:artist:7jocoSCuCtpCxCI6IbP8ye
Disney Characters,spotify:artist:6utdPEv71mR0DnGp74cJIz
Dizzy Wright,spotify:artist:1LrWZc2qPhRCHyr6XtpBxq
DJ Esco,spotify:artist:2J0JN7EFN10G1Tty6hX0AN
DJ Expo,spotify:artist:4frWsVRUSS4ujEzbSFDbmP
DJ Luian,spotify:artist:64aJYyrXljOodnUG6jvhRD
DJ MoneyMade,spotify:artist:0DskOm1gOMSriEbGMFNQX9
DJ Scream,spotify:artist:45h71dCVZaNAqP3YwQH6ER
DJDS,spotify:artist:0orEyXhG0KnPEDVgpctNJI
Dove Shack,spotify:artist:7DMSw5KOzlQ7xdub0vrcVF
Dry the River,spotify:artist:5VIq5RHAbVUMF700vdwfYw
DubVision,spotify:artist:3XINWZaloea97SIRiyTJxX
Duke Dumont,spotify:artist:61lyPtntblHJvA7FMMhi7E
Dum Dum Girls,spotify:artist:65ewrL6LvcNGMMRVlksNGS
Duncan Sheik,spotify:artist:3AO6RTDA16mg8czQI5Y9K0
Eddy Grant,spotify:artist:6j2HWcd7z61iTLbi8eD0hA
Elbow,spotify:artist:0TJB3EE2efClsYIDQ8V2Jk
Electric Light Orchestra,spotify:artist:7jefIIksOi1EazgRTfW2Pk
Ella Eyre,spotify:artist:66TrUkUZ3RM29dqeDQRgyA
Ella Henderson,spotify:artist:7nDsS0l5ZAzMedVRKPP8F1
Elliphant,spotify:artist:134GdR5tUtxJrf8cpsfpyY
Eluvium,spotify:artist:4QK3YJ6hzJdhJHE9q7kbVV
Elvis Costello & The Attractions,spotify:artist:4qmHkMxr6pTWh5Zo74odpH
Enigma,spotify:artist:3DmG65yHQsMms7WAvrZOdt
Eric Carmen,spotify:artist:2ekjTXgjxbWwBX5lTAj4DU
Eric Prydz,spotify:artist:5sm0jQ1mq0dusiLtDJ2b4R
Etta Bond,spotify:artist:0zanHkxN0P38oWegA8iSQA
EXES,spotify:artist:39R87tT1qaTxHwu5m87USa
EXO,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O
F.L.Y. (Fast Life Yungstaz),spotify:artist:0zOuQuYGGcrtDYYy3YFDMr
Falling In Reverse,spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz
Fanny Lu,spotify:artist:6GRC8segVAr34gm6pjfSoQ
Father John Misty,spotify:artist:2kGBy2WHvF0VdZyqiVCkDT
Brian McKnight,spotify:artist:6k0IBR0lU42s2GYpNX7kA9
Brick + Mortar,spotify:artist:7oHJbmt1VAj16Tm6nJpSqr
Britt Nicole,spotify:artist:6BXionV4R0BunrFpSwIMUK
Broken Back,spotify:artist:4nx8ehrFiCOmWgebUKshDV
Broken Social Scene,spotify:artist:7lOJ7WXyopaxri0dbOiZkd
Bronski Beat,spotify:artist:2wpWOzQE5TpA0dVnh5YD08
Brother Ali,spotify:artist:6CsleyOZtyt16saX8WhzDx
Bryce Vine,spotify:artist:1ShZZUjkbXCjhwrb18BA8I
C2C,spotify:artist:28INUgyzTTRbvSphrJbgZ2
Cake,spotify:artist:6A43Djmhbe9100UwnI7epV
Cam,spotify:artist:5WRElKaZsn1tGnrgmJVAeO
Candyland,spotify:artist:3wzxasxU7kQxHPr0ky5rJq
Carl Carlton,spotify:artist:6gYjIUFuKIBVJfxXnmrd5P
Carolina Cole,spotify:artist:0sim919wKPNcM5bvLjWV2w
Cashmere Cat,spotify:artist:2LZDXcxJWgsJfKXZv9a5eG
Catey Shaw,spotify:artist:5nfow6tv4Dtm6K4WHzczBI
Celia Cruz,spotify:artist:2weA6hhVqTIN2gSn9PUB9U
Chace,spotify:artist:5kPhAZL6iV8iDywUmIPC3g
Chairlift,spotify:artist:7hAolICGSgXJuM6DUpK5rp
Chance The Rapper,spotify:artist:1anyVhU62p31KFi8MEzkbf
CHAPPO,spotify:artist:0fdMBzQuX9TIF6t6N8fwg6
Charlie Puth,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7
Cher,spotify:artist:72OaDtakiy6yFqkt4TsiFt
Chicago,spotify:artist:3iDD7bnsjL9J4fO298r0L0
Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL
Chinese Man,spotify:artist:6vgw0jwJkUnW2NR1rzsQU3
Chingy,spotify:artist:3s2wTjWxK8NOX09dmsvVOh
Chorus - Pocahontas,spotify:artist:5DH8cLYXVTknLlSRzzkRc4
Chris Brown,spotify:artist:7bXgB6jMjp9ATFy66eO08Z
Chris Janson,spotify:artist:60gmlHZmT16wiO9GiXKYK9
Christ For The Nations Music,spotify:artist:3dPCB2dYhqSpjYc7DGif53
Christine and the Queens,spotify:artist:04vj3iPUiVh5melWr0w3xT
Christopher,spotify:artist:3zDRCqOhJXJfS2YWOEwGMC
"Chunk! No, Captain Chunk!",spotify:artist:03jrbNTeSKP9m161juhm0h
CL,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3
Cliff Savage,spotify:artist:1XCplohbxhGbaeaHQ4AZJU
Clint Black,spotify:artist:3Ay15wt0QChT4Kapsuw5Jt
Cloud Nothings,spotify:artist:6rnbB5fuUuCSsspvFsxIpT
Coasts,spotify:artist:5OgSr6wQteRu9jek5JvnDQ
Coco Jones,spotify:artist:4DHLoiIqFYYFjH09WduvFd
Colby O'Donis,spotify:artist:7fObcBw9VM3x7ntWKCYl0z
Collie Buddz,spotify:artist:5Ayl2bJtN5mdCsxZoxs9n1
Commodores,spotify:artist:6twIAGnYuIT1pncMAsXnEm
Common Kings,spotify:artist:4j0qbafzqnGf4ARF8tY4VL
Confederate Railroad,spotify:artist:1YPIe9qIMa99O0a0OW47Be
Connie Francis,spotify:artist:3EY5DxGdy7x4GelivOjS2Q
Coucheron,spotify:artist:6ly2Z6h9dOerORbK1l2N8D
courtship.,spotify:artist:2OK16hAFRHoJiFZKeZe8A8
Craft Spells,spotify:artist:16lg8y62dC3J6ok1pNAbFJ
Craig Campbell,spotify:artist:7tkwiWhGKSuQV8LwPWceWN
Crizzly,spotify:artist:3I9YOkavspWk1aHQTpiVxv
Crystal Castles,spotify:artist:7K3zpFXBvPcvzhj7zlGJdO
Crystal Lake,spotify:artist:5DzNxD4vwCDEIa20oEzB9l
Curtis Grimes,spotify:artist:21NiIObyfGUR3UPql6UrkP
CVBZ,spotify:artist:0pt7PX4Hftlg8mV1ySU84Q
Daddy Yankee,spotify:artist:4VMYDCV2IEDYJArk749S6m
Damien Jurado,spotify:artist:79JJCxCCfJ8HufX6w8q2k4
Daniel Ahearn,spotify:artist:2TQ97CJOuerVZ3iamrvx4y
Danny Brown,spotify:artist:7aA592KWirLsnfb5ulGWvU
Darius,spotify:artist:5vfEaoOBcK0Lzr07WN8KaK
Dash Berlin,spotify:artist:1xT5p0VBpnZDrvVSjX9sri
Dave Barnes,spotify:artist:7hbH1qupmU6HxVBjWJItlq
*NSYNC,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o
10cc,spotify:artist:6i6WlGzQtXtz7GcC5H5st5
11:11,spotify:artist:5gsyao2Qm21EKylbVIuRQ3
24hrs,spotify:artist:4isewEHTP7Az2QheDdBQ6J
2nd II None,spotify:artist:1rlHVdoyfG6pQkzcMWI4dr
2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp
2Pac,spotify:artist:1ZwdS5xdxEREPySFridCfh
3OH!3,spotify:artist:0FWzNDaEu9jdgcYTbcOa4F
8Ball & MJG,spotify:artist:7iUhmKPNkkPPS6FCQxqtNq
99 Percent,spotify:artist:3hPPNy5OBzCU1icQO7Nrok
A Static Lullaby,spotify:artist:0nrcqEG1EEnOwpAfIv0UIb
A*Teens,spotify:artist:5zMgvYBz4AW0gFyPtg7fR9
A2M,spotify:artist:4JG2Uz00XKYdOZmvcLwrUH
Abhi The Nomad,spotify:artist:1gUi2utSbJLNPddYENJAp4
Above & Beyond,spotify:artist:10gzBoINW3cLJfZUka8Zoe
Ace Hood,spotify:artist:31HjiqargV4NAw4GZqUale
Adam Mitchell,spotify:artist:0rlQeWIeJJdG7Z8RCNiwqs
Adam Pascal,spotify:artist:0bvwPCit9Yh0yVdLKGnXRi
Adina Howard,spotify:artist:266SmBZTt4zRzaKEANWbfQ
Afrika Bambaataa,spotify:artist:7cg61q8kK8jlFi8TKKw70p
Afroman,spotify:artist:4Icvbp9RDt5aY2TWDOVDsr
Agnes Obel,spotify:artist:1rKrEdI6GKirxWHxIUPYms
a-ha,spotify:artist:2jzc5TC5TVFLXQlBNiIUzE
Alan Silvestri,spotify:artist:0Xk15jHKly4c3AhPr5vjoA
Alestorm,spotify:artist:3OpqU68JpZlzvjAJj3B2Da
Alex Newell,spotify:artist:2vGaSKEDFsVPBgcnGxqlBN
Alex Winston,spotify:artist:3REwdws53wUuid8AatTTMh
Alien Ant Farm,spotify:artist:6TZdvF1kFzwnQLgHQynzsO
Allah-Las,spotify:artist:2yDodJUwXfdHzg4crwslUp
ALO,spotify:artist:65c0gzsw9JsPUxm09QPjQj
AlunaGeorge,spotify:artist:2VAnyOxzJuSAj7XIuEOT38
Alx Veliz,spotify:artist:17rnpuu2LApoCL4x8fObZg
Amerie,spotify:artist:08rMCq2ek1YjdDBsCPVH2s
Amir Obe,spotify:artist:6AWdGez5g1jxpfl9XD4wI3
Amp Live,spotify:artist:4WoeMzXhDQyoFCKdji4FlL
Anderson East,spotify:artist:5q6z6GTth6lMbL9I8CAgby
Andrew Lloyd Webber,spotify:artist:4aP1lp10BRYZO658B2NwkG
Andrew Ripp,spotify:artist:7oAskcd3mX9ZzxMPFHYqoN
Andy Shauf,spotify:artist:5mFKYdmiYwNJTDtSzgFyQx
Andy Williams,spotify:artist:4sj6D0zlMOl25nprDJBiU9
Angie Martinez,spotify:artist:6VJqy1YyzrK4ZhgGs9cNTy
ANIMA!,spotify:artist:3xbmS6qcRWTyILBoaqAPT4
Animotion,spotify:artist:6eQHjJJa52LUGjBKP5UPos
Anita Kerr Singers,spotify:artist:0vbEs3DgphJ2RGZqh4qFLT
Anna Wise,spotify:artist:0N41KJ4H6bkPAm2tx7VS8C
Annabel Jones,spotify:artist:5koilOAvfuLq4O2yc9UWft
Anthem Lights,spotify:artist:7kwEvDE8e7EBGKh5bLczqQ
Apink,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU
Arch Nemesiz,spotify:artist:3kpWfIFQBknOEeTZo1UlPs
Archie Bell & The Drells,spotify:artist:1kupwLFpHALpmhp5qol8xH
Architecture In Helsinki,spotify:artist:60eT7q88iLWKnuSXed1AGr
Arctic Monkeys,spotify:artist:7Ln80lUS6He07XvHI8qqHH
Atlas Genius,spotify:artist:42vg2T0Xg9yPaAgogJzoQH
Atta Boy,spotify:artist:3RcaUsjj5gt1x2QK3TSNS2
ATTLAS,spotify:artist:0jM4IKp6YlTxq8tNDH9fX3
Audio Push,spotify:artist:3oHjuEyaFp7MddhOXddXbx
Audiomachine,spotify:artist:5F4ObszoeVebqtc0B3XqJa
Augustana,spotify:artist:61YE3whKiuRr83j1yOm5M7
Avid Dancer,spotify:artist:7x4bI6vTtMCONH8MVqI8WK
B.A.P,spotify:artist:6kxCoNfY6U1eP0Yc88phvk
B5,spotify:artist:0qqlNAUIYOzK2O0N84RwWO
Band Of Skulls,spotify:artist:4ddt8PPvmWrI9mJQy1VrIG
Banda El Recodo,spotify:artist:6AcOTCYBMvjKYy4zms0kaC
[SEBELL],spotify:artist:4uIS04jAnN9jbFGTcLL9UP
10 Years,spotify:artist:0REMf7H0VP6DwfZ9MbuWph
112,spotify:artist:7urq0VfqxEYEEiZUkebXT4
2ONE!2,spotify:artist:3PXFYfDXpKOBmjVoPC50H5
3LAU,spotify:artist:4YLQaW1UU3mrVetC8gNkg5
6LACK,spotify:artist:4IVAbR2w4JJNJDDRFP3E83
A Fine Frenzy,spotify:artist:5dTYaRzOn4rXGBLH052EeQ
A Rocket To The Moon,spotify:artist:1NU9Em6e8dDo36Js6nEo3t
Aanysa,spotify:artist:5MPOKeJJi86inlu2dvewah
AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un
ACADEMY,spotify:artist:01qsoEBtxocHp3iahQqwv4
Aceyalone,spotify:artist:7CaUk9xCxdXAmmqQn3PLR7
Adam Ant,spotify:artist:3QP0XPDwbvGivqDAaJ5f5G
Adam Craig,spotify:artist:57j4P8xLdocRo4pr8my0ow
Adam Sandler,spotify:artist:2LB9H0px4qWbCHg9Axzhga
Adventure Club,spotify:artist:5CdJjUi9f0cVgo9nFuJrFa
Al Green,spotify:artist:3dkbV4qihUeMsqN4vBGg93
Alan Gogoll,spotify:artist:7MOxmVjcx5HWoEu9pBWXT3
Alan Walker,spotify:artist:7vk5e3vY1uw9plTHJAMwjN
Alex Clare,spotify:artist:5Tf4EH8tDvznnjULcFxkIl
Alice Smith,spotify:artist:4srikj7R58tanh2S0FpoVw
Aliotta Haynes Jeremiah,spotify:artist:4VmWYQQ5M9N9AiAx14v2yg
Allstar Weekend,spotify:artist:67tSTaaEena434STFKeMJJ
Alvaro,spotify:artist:20mCdWSz6PqFQof9gFFJ1r
AMBER,spotify:artist:6vPzAqZDXQgLTEn8pjp4jY
American Authors,spotify:artist:0MlOPi3zIDMVrfA9R04Fe3
Amy Adams,spotify:artist:1gkcZQArk5rV8uBwG8y5FX
Andra Day,spotify:artist:1c4rxrxy8eDLvMVL1DTiBe
Andrew McMahon in the Wilderness,spotify:artist:716ZwtZBmwROBXcFmCzfdM
Anna Of The North,spotify:artist:1mSJCvDX0W7Dn7S9C6vmvI
Anya Marina,spotify:artist:6xYBLeSMu1AqPsnUzEvx5n
Arcade Fire,spotify:artist:3kjuyTCjPG1WMFCiyc5IuB
Astrid S,spotify:artist:3AVfmawzu83sp94QW7CEGm
Attila,spotify:artist:4Uv5bceTJ2h3tLlssUNDNP
Austin Mahone,spotify:artist:04abdnqPQe2N4fjztDea6z
Austin Webb,spotify:artist:0A6FJxbPXVQERjVKzfqfRC
Avery Wilson,spotify:artist:2c6geVFkxNT2BKQyHUvnT3
B2K,spotify:artist:51d3rUlLuMh7EW09aMe7yj
Baaba Maal,spotify:artist:49z6oAiD2RpyUf5yLJs7Nf
Baby Boy Da Prince,spotify:artist:15Y1yUEchPPl4w20CLvFyb
Baby E,spotify:artist:3AhRH2q3GOnk8r1ZPHBnRM
Baeza,spotify:artist:0g7YfJuAQnXWMiFny5elRH
Banda Tierra Sagrada,spotify:artist:0v7JYEoQOQbzNNESKwxmzT
BarlowGirl,spotify:artist:3VMSmJURVM7s6LkrIaPZvi
Basic Tape,spotify:artist:6EzGm3fYBR8QcdIZ0xvHsl
Baths,spotify:artist:5zS8r5hRRk1jzD41yYS1NO
Bay City Rollers,spotify:artist:3r9TXuXfOUxXjgYgAR0fP8
Beat Connection,spotify:artist:64xvudklMEbVYMBocLyHSn
Ben Phipps,spotify:artist:4gdU6QYD0tktQA9AHdcNn4
Ben Platt,spotify:artist:6qGkLCMQkNGOJ079iEcC5k
Ben Rector,spotify:artist:4AapPt7H6bGH4i7chTulpI
Big Pun,spotify:artist:2Xu7q46Hf02xOoEIm4E1Qs
Big Time Rush,spotify:artist:0GWCNkPi54upO9WLlwjAHd
Billy Paul,spotify:artist:187xgSpsFH8mMbAcoCW0zE
Björk,spotify:artist:7w29UYBi0qsHi5RTcv3lmA
BKAYE,spotify:artist:1GrQQZ7U31WfQPQbd3MHx9
BlackHawk,spotify:artist:4mOt6H7OnuqLnQrm1Bboc6
Blaine Larsen,spotify:artist:77BL4malNaiSH99GMNvOka
Blaque,spotify:artist:1nSRa2YjjFWJLHGKM07oGQ
Bleachers,spotify:artist:2eam0iDomRHGBypaDQLwWI
Blue Swede,spotify:artist:0UpuH5U4nZ3UGGUJi0Zfbp
Bob B. Soxx & The Blue Jeans,spotify:artist:2ry5nwK1VNmh5zMZpmOAyc
Bob Marley & The Waillers,spotify:artist:1qxYIVkA7E7eEZ6GQWXtf7
Feenixpawl,spotify:artist:5FvlJcXnFIm72pgQtW3Dct
Felix Cartal,spotify:artist:6roDXEmZ6AARdOUv6x5U2v
Felix Jaehn,spotify:artist:4bL2B6hmLlMWnUEZnorEtG
Ferry Corsten,spotify:artist:2ohlvFf9PBsDELdRstPtlP
Fidel Rueda,spotify:artist:1lQO7ePBTp5yOfVK9hicoJ
Fink,spotify:artist:2t9yJDJIEtvPmr2iRIdqBf
Flo Rida,spotify:artist:0jnsk9HBra6NMjO2oANoPY
FMLYBND,spotify:artist:6PwZP9O9dvJCMALhgjygnh
Fountains Of Wayne,spotify:artist:1pgtr4nhBQjp9oCUBPyYWh
Foxygen,spotify:artist:55LHFEtIplWhsfyWZUwkf4
Friendly Fires,spotify:artist:3mZqziCJj4pq3P2VBpmK6p
Fyfe,spotify:artist:1xkxEEm60IyknT2Eh469mX
Gabriel Rios,spotify:artist:0pF1TxZmwCJ3gGpkBQwdtT
Gavin Mikhail,spotify:artist:364ovD0MRp9ezaNTkRoLeA
Gayla Peevey,spotify:artist:1suIIDedjFJRuu8k7b55hZ
Gem Club,spotify:artist:7mfGqyAztYr0FI5gK5OCNp
General Ghost,spotify:artist:6jd6gjhHdHTnDImmOombpK
George Ezra,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j
George Thorogood & The Destroyers,spotify:artist:4n31svBA9GGIYxGxgrQaRK
Ghost Beach,spotify:artist:21IHyqpE95fqLW8cY5gccG
Ghostface Killah,spotify:artist:6FD0unjzGQhX3b6eMccMJe
Gipsy Kings,spotify:artist:3jc496ljiyrS3ECrD7QiqL
GIVERS,spotify:artist:6t4Gtzu86ovaXYUmAL2zb3
Glee Cast,spotify:artist:0SCbttzoZTnLFebDYmAWCm
GoldLink,spotify:artist:5XenQ7XfcvQdfIbpLEFaKQ
Goody Grace,spotify:artist:1iH2Yx2Ea0kZ0zKI3Nlk30
Graham Nash,spotify:artist:2E6Roj0oQnJIm2BeXwDica
Great White,spotify:artist:6ZPbX2Lxd40e2UVkXpyxvI
Gregory Alan Isakov,spotify:artist:5sXaGoRLSpd7VeyZrLkKwt
Gregory and the Hawk,spotify:artist:76GWaBetiXXBUtoPm46qif
Grey,spotify:artist:4lDBihdpMlOalxy1jkUbPl
Halifax,spotify:artist:7KRw8W62XyPZYNjmtObCIX
Hannah McClure,spotify:artist:13rWahXxJX1NS64MDS24Ya
Harry Chapin,spotify:artist:42q4Ivs7tAiCZ5C7eG5q4c
Harry Nilsson,spotify:artist:3RTzAwFprBqiskp550eSJX
Harry Simeone Chorale,spotify:artist:30orN5PtRhj9fN2Myr8HKV
Head East,spotify:artist:55UamRmLvoS6q7iWPzUrCC
Hearts & Colors,spotify:artist:3wjsrpfO6odEphTZWx45RQ
"Héctor Acosta ""El Torito""",spotify:artist:4TCAAIMmeZXCTVlHUsicOn
Hellogoodbye,spotify:artist:6GH0NzpthMGxu1mcfAkOde
Heretic Klick,spotify:artist:6Jqut9RUUIl7KksiQ6omuU
Hermitude,spotify:artist:3fmMaLC5jjf2N4EC2kTx0u
Hey Marseilles,spotify:artist:3PMXHMqW4MNj8usJ0fxAlj
Hezekiah Walker & The Love Fellowship Crusade Choir,spotify:artist:10Bp1mvmVqIXcRj1VtxQyZ
Highs,spotify:artist:5l0cYn0wvkjNWgyK58idcn
Hillsong Worship,spotify:artist:3SgHzT552wy2W8pNLaLk24
Hillsong Young & Free,spotify:artist:7m4gF38CPATtHrk5HS42WZ
HIM,spotify:artist:74aLweE8FHHf4yN5TWv1GM
Hollow Coves,spotify:artist:7IAFAOtc9kTYNTizhLSWM6
Holly Conlan,spotify:artist:7oGeuL6HCm7ZmHXJDmMeWQ
Holly Miranda,spotify:artist:0CNehpGYdxk87YYMiBpnyP
Honors,spotify:artist:1DIr8qPcgJS50FFNfC3nnp
Hot Shade,spotify:artist:3GtCKJA4SkOxN65MWjm82R
Housefires,spotify:artist:6egyCFgiJ1j941PaxKoWJD
HTHAZE,spotify:artist:5PukDHVVPsHv9csup2LOga
Hundred Waters,spotify:artist:108ugtkRFQzP9nGgNiyERO
Hunter Hunted,spotify:artist:1Xqfa9sfJ094hHdEVS1C6t
I Monster,spotify:artist:1CcPlAmcnJjC4FnaPVzv2v
Ida Laurberg,spotify:artist:03IbEiokQjTDfvdyIYV5D4
Imperial Mammoth,spotify:artist:2dyWUDNBU2kFuhcZ4Ki3F4
India.Arie,spotify:artist:7Gf3LSwa5hh8Cjo60WhVjC
David Bowie,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy
David Choi,spotify:artist:5TxL5c1vLglCvxeCrL6oap
David Lee Murphy,spotify:artist:78OAtwN3XpjMcjibnF2Kw5
Days Of The New,spotify:artist:07jc1IMGtecDZzOL9cP50t
Deee-Lite,spotify:artist:4eQJIXFEujzhTVVS1gIfu5
Demon Hunter,spotify:artist:6f3a43i1MJZwdjEpV1M0oH
Denzel Curry,spotify:artist:6fxyWrfmjcbj5d12gXeiNV
Derek Johnson,spotify:artist:3967KnQedbgX8KdNTXhm7y
Dermot Kennedy,spotify:artist:5KNNVgR6LBIABRIomyCwKJ
Destiny's Child,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i
Dexys Midnight Runners,spotify:artist:4QTVePrFu1xuGM9K0kNXkk
Diana Ross,spotify:artist:3MdG05syQeRYPPcClLaUGl
Dick Dale,spotify:artist:6Ycrt8OjGSSFihsb0446eg
Dillon Francis,spotify:artist:5R3Hr2cnCCjt220Jmt2xLf
Dinah Washington,spotify:artist:32LHRiof0sa4taYew9i3Fa
Discovery,spotify:artist:1fg65Qx6tRt0aXBfz5I4w5
Disney Studio Chorus,spotify:artist:0uxCcs6uoQy6StkrWS1QjW
Dj Pretia,spotify:artist:3CV3I2tIhHxXCUZJqh5mWP
DJ SpinKing,spotify:artist:1qSJaftSab2kTTsj7fLxvM
DNCE,spotify:artist:6T5tfhQCknKG4UnH90qGnz
Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5
Dom Dolla,spotify:artist:205i7E8fNVfojowcQSfK9m
Doug E. Fresh,spotify:artist:7xN8vFwslE67EC3DhgB9Ip
Dr. Dog,spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7
Duffy,spotify:artist:37NqXwtb6nIEqRt4EJSoIO
Dusty Springfield,spotify:artist:5zaXYwewAXedKNCff45U5l
Dynamite,spotify:artist:59sVmFy9oSaELdp9oX8YoM
East of Avenue,spotify:artist:0SvjK4RQHT0z4BtyVx5vr9
Echo & the Bunnymen,spotify:artist:0fgYKF9Avljex0L9Wt5b8Z
Eddie Murphy,spotify:artist:1Zq8pfBl4ejCMrWdeAdphc
Edwin Luna y La Trakalosa de Monterrey,spotify:artist:4LFOoXhMhnq9U8VsZkSwxl
Eklo,spotify:artist:3TlZLU8gQBrjTGJlLLDruk
Elephante,spotify:artist:3fjs4zbBFxEFFe8Wyojo0G
Emmit Fenn,spotify:artist:3VVLqeEqQQqTgT8YhfY9Z6
Enur,spotify:artist:1BQaZSq1KsLOZGzjG5QxRC
Eric Church,spotify:artist:2IvkS5MXK0vPGnwyJsrEyV
Ester Dean,spotify:artist:0v2Y5jwtcv8LiWNTRls1KM
EXID,spotify:artist:1xs6WFotNQSXweo0GXrS0O
Exile,spotify:artist:2enKa9Yqr6PZy3xGlxQEu7
Factory Floor,spotify:artist:6xgNzJAeEB8BTOSzcTO1EI
Fais,spotify:artist:5w6mMj1qwSILG0pcylfchp
Felt,spotify:artist:6xWeDgWMxmE6blMJnq07q0
Fine Young Cannibals,spotify:artist:20p5D2KrE8CGuOjHtxsyTp
Flux Pavilion,spotify:artist:7muzHifhMdnfN1xncRLOqk
Foxes,spotify:artist:7qRll6DYV06u2VuRPAVqug
Foxing,spotify:artist:2dfxY7YDuYCUtWFzWTS6IR
Franco De Vita,spotify:artist:4NEYQeEYBUjfaXgDQGvFvu
Free,spotify:artist:2e53aHBQdCMKWqHDuyJsjC
Free Chapel,spotify:artist:60B23TrXjMKuy9qKkjnYXI
From Indian Lakes,spotify:artist:3YvQkjWJ5ykJVUNP7YbTy9
Futuristic,spotify:artist:5Z5jUyiNvFaqp0EVyLNf0p
G,spotify:artist:0OYohtB0VFlGjctRMS2KOS
Gabrielle Aplin,spotify:artist:3w6zswp5THsSKYLICUbDTZ
Gang Starr,spotify:artist:5cMgGlA1xGyeAB2ctYlRdZ
Garden City Movement,spotify:artist:3HrczLBDJXJu6dJWEMbKHa
Gary Clark Jr.,spotify:artist:01aC2ikO4Xgb2LUpf9JfKp
Gary Wright,spotify:artist:3z6Uf5IZkN4TogRpRpgD84
GENIUS,spotify:artist:7kog8MoLtYQRVTZCiIOtZZ
"George Givot (performer), Walt Disney Studio Orchestra & Chorus, Oliver Wallace (conductor)",spotify:artist:13CBqfdLWE92DNza50gtYq
Gerry Rafferty,spotify:artist:7tjbDPvrdvDshcpEMXKRVb
(Sandy) Alex G,spotify:artist:6lcwlkAjBPSKnFBZjjZFJs
24/7,spotify:artist:6fO4Hua9tP6hMcPskKoNZa
2milly,spotify:artist:3PExH6Ke8I04yK51EXG3FQ
6 Dogs,spotify:artist:3Ps6le7tj5BdNtdnfNgTU4
99 Souls,spotify:artist:7aLdKgvXgDQz0wi5z2PKMV
"Aaron Tveit, Company",spotify:artist:68LZqnLeVTk2aumRVfSa10
Absofacto,spotify:artist:7gAYvcQFmAruyvwGjxrSUr
ACC Worship,spotify:artist:57B1bGF1R0dPJWur0zv2ZJ
Adam Jacobs,spotify:artist:5AmnFjIvQPCZJk3ES5kki4
Adele,spotify:artist:4dpARuHxo51G3z768sgnrY
Aerosmith,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH
AJR,spotify:artist:6s22t5Y3prQHyaHWUN1R1C
Alabama Shakes,spotify:artist:16GcWuvvybAoaHr0NqT8Eh
Alejandro Sanz,spotify:artist:5sUrlPAHlS9NEirDB8SEbF
Alesso,spotify:artist:4AVFqumd2ogHFlRbKIjp1t
Alex Aiono,spotify:artist:5KPJMJR9PCfMWSfco8i4W4
Alex Turner,spotify:artist:1ctkBmvz80MGyi72Ix055S
Alexis y Fido,spotify:artist:7tU1VKOuxiNZwBZC6RHidA
Alice Cooper,spotify:artist:3EhbVgyfGd7HkpsagwL9GS
Alicia Keys,spotify:artist:3DiDSECUqqY1AuBP8qtaIa
Alina Baraz,spotify:artist:6hfwwpXqZPRC9CsKI7qtv1
Allan Kingdom,spotify:artist:1tUALn7PEhW7LpMuxvat2x
Alpharock,spotify:artist:629Fs7UJp6tWqOYZi8t8ET
Alvin & The Chipmunks,spotify:artist:1SCWcYnoEh1978ycTDhZoW
Amaranthe,spotify:artist:2KaW48xlLnXC2v8tvyhWsa
